Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,20.59000015258789,20.610000610351562,20.530000686645508,20.530000686645508,19.774349212646484,0
2022-10-10,20.510000228881836,20.520000457763672,20.489999771118164,20.5,19.74544906616211,0
2022-10-17,20.489999771118164,20.5,20.450000762939453,20.450000762939453,19.697290420532227,0
2022-10-24,20.43000030517578,20.440000534057617,20.34000015258789,20.34000015258789,19.591339111328125,0
2022-10-31,20.290000915527344,20.290000915527344,20.25,20.25,19.504650115966797,0
2022-11-07,20.260000228881836,20.270000457763672,20.229999542236328,20.229999542236328,19.636960983276367,0
2022-11-14,20.229999542236328,20.229999542236328,20.209999084472656,20.209999084472656,19.6175479888916,0
2022-11-21,20.209999084472656,20.209999084472656,20.190000534057617,20.209999084472656,19.6175479888916,0
2022-11-28,20.190000534057617,20.219999313354492,20.190000534057617,20.190000534057617,19.598133087158203,0
2022-12-05,20.149999618530273,20.149999618530273,20.09000015258789,20.09000015258789,19.647031784057617,0
2022-12-12,20.06999969482422,20.06999969482422,20.010000228881836,20.010000228881836,19.56879425048828,0
2022-12-19,20.010000228881836,20.010000228881836,19.850000381469727,19.850000381469727,19.412321090698242,0
2022-12-26,19.850000381469727,19.850000381469727,19.700000762939453,19.700000762939453,19.2656307220459,0
2023-01-02,19.709999084472656,19.739999771118164,19.709999084472656,19.739999771118164,19.30474853515625,0
2023-01-09,19.760000228881836,19.760000228881836,19.760000228881836,19.760000228881836,19.32430648803711,0
2023-01-16,19.780000686645508,19.790000915527344,19.770000457763672,19.770000457763672,19.334089279174805,0
2023-01-23,19.770000457763672,19.780000686645508,19.75,19.75,19.31452751159668,0
2023-01-30,19.760000228881836,19.799999237060547,19.760000228881836,19.780000686645508,19.343868255615234,0
2023-02-06,19.760000228881836,19.760000228881836,19.739999771118164,19.739999771118164,19.45340347290039,0
2023-02-13,19.739999771118164,19.739999771118164,19.719999313354492,19.729999542236328,19.44354820251465,0
2023-02-20,19.719999313354492,19.739999771118164,19.690000534057617,19.690000534057617,19.404130935668945,0
2023-02-27,19.68000030517578,19.690000534057617,19.670000076293945,19.670000076293945,19.38442039489746,0
2023-03-06,19.68000030517578,19.68000030517578,19.670000076293945,19.68000030517578,19.529233932495117,0
2023-03-13,19.65999984741211,19.65999984741211,19.610000610351562,19.610000610351562,19.45977020263672,0
2023-03-20,19.579999923706055,19.59000015258789,19.579999923706055,19.579999923706055,19.43000030517578,0
2023-03-27,19.56999969482422,19.600000381469727,19.559999465942383,19.600000381469727,19.449848175048828,0
2023-04-03,19.600000381469727,19.6200008392334,19.600000381469727,19.610000610351562,19.610000610351562,0
2023-04-10,19.600000381469727,19.6200008392334,19.600000381469727,19.6200008392334,19.6200008392334,0
2023-04-17,19.610000610351562,19.649999618530273,19.610000610351562,19.639999389648438,19.639999389648438,0
2023-04-24,19.649999618530273,19.649999618530273,19.639999389648438,19.649999618530273,19.649999618530273,0
2023-05-01,19.639999389648438,19.639999389648438,19.610000610351562,19.610000610351562,19.610000610351562,0
2023-05-08,19.610000610351562,19.6299991607666,19.610000610351562,19.6200008392334,19.6200008392334,0
2023-05-15,19.610000610351562,19.6299991607666,19.610000610351562,19.610000610351562,19.610000610351562,0
2023-05-22,19.610000610351562,19.610000610351562,19.59000015258789,19.59000015258789,19.59000015258789,0
2023-05-29,19.6200008392334,19.65999984741211,19.6200008392334,19.65999984741211,19.65999984741211,0
2023-06-05,19.65999984741211,19.670000076293945,19.65999984741211,19.65999984741211,19.65999984741211,0
2023-06-12,19.65999984741211,19.670000076293945,19.649999618530273,19.65999984741211,19.65999984741211,0
2023-06-19,19.65999984741211,19.65999984741211,19.649999618530273,19.649999618530273,19.649999618530273,0
2023-06-26,19.65999984741211,19.68000030517578,19.649999618530273,19.68000030517578,19.68000030517578,0
2023-07-03,19.68000030517578,19.68000030517578,19.649999618530273,19.649999618530273,19.649999618530273,0
2023-07-10,19.649999618530273,19.68000030517578,19.639999389648438,19.65999984741211,19.65999984741211,0
2023-07-17,19.65999984741211,19.690000534057617,19.65999984741211,19.68000030517578,19.68000030517578,0
2023-07-24,19.68000030517578,19.690000534057617,19.68000030517578,19.690000534057617,19.690000534057617,0
2023-07-31,19.690000534057617,19.700000762939453,19.68000030517578,19.700000762939453,19.700000762939453,0
2023-08-07,19.700000762939453,19.700000762939453,19.700000762939453,19.700000762939453,19.700000762939453,0
