Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,9.920000076293945,10.100000381469727,9.899999618530273,9.925000190734863,9.925000190734863,146700
2022-10-10,9.925000190734863,9.925000190734863,9.920000076293945,9.920000076293945,9.920000076293945,8700
2022-10-17,9.920000076293945,9.9399995803833,9.920000076293945,9.9399995803833,9.9399995803833,10900
2022-10-24,9.930000305175781,9.979999542236328,9.930000305175781,9.979999542236328,9.979999542236328,5600
2022-10-31,9.979999542236328,9.979999542236328,9.951000213623047,9.96500015258789,9.96500015258789,14600
2022-11-07,9.979999542236328,9.979999542236328,9.960000038146973,9.979999542236328,9.979999542236328,1900
2022-11-14,9.970000267028809,9.979999542236328,9.960000038146973,9.970000267028809,9.970000267028809,24100
2022-11-21,9.970000267028809,9.989999771118164,9.970000267028809,9.979999542236328,9.979999542236328,226300
2022-11-28,10.0,10.0,9.979999542236328,9.989999771118164,9.989999771118164,10000
2022-12-05,9.989999771118164,10.0,9.989999771118164,9.989999771118164,9.989999771118164,8700
2022-12-12,10.0,10.0600004196167,10.0,10.0600004196167,10.0600004196167,12500
2022-12-19,10.0600004196167,10.0600004196167,10.050000190734863,10.0600004196167,10.0600004196167,11900
2022-12-26,10.0600004196167,10.180000305175781,10.0600004196167,10.119999885559082,10.119999885559082,40000
2023-01-02,10.119999885559082,10.15999984741211,10.119999885559082,10.15999984741211,10.15999984741211,671000
2023-01-09,10.164999961853027,10.180000305175781,10.130000114440918,10.180000305175781,10.180000305175781,143100
2023-01-16,10.180000305175781,10.399999618530273,10.039999961853027,10.130000114440918,10.130000114440918,9000
2023-01-23,10.140000343322754,10.949999809265137,8.5600004196167,10.5600004196167,10.5600004196167,1115300
2023-01-30,10.40999984741211,12.199999809265137,10.020000457763672,10.270000457763672,10.270000457763672,758200
2023-02-06,10.225000381469727,10.635000228881836,10.039999961853027,10.069999694824219,10.069999694824219,122000
2023-02-13,10.041000366210938,10.140000343322754,10.029999732971191,10.029999732971191,10.029999732971191,46100
2023-02-20,10.029999732971191,10.069999694824219,10.0,10.029999732971191,10.029999732971191,196800
2023-02-27,10.029999732971191,10.100000381469727,10.029999732971191,10.045000076293945,10.045000076293945,7100
2023-03-06,10.039999961853027,10.0649995803833,10.039999961853027,10.039999961853027,10.039999961853027,6500
2023-03-13,10.039999961853027,10.09000015258789,10.039999961853027,10.09000015258789,10.09000015258789,6500
2023-03-20,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,100
2023-03-27,10.069999694824219,10.093000411987305,10.069999694824219,10.079999923706055,10.079999923706055,5100
2023-04-03,10.09000015258789,10.100000381469727,10.09000015258789,10.100000381469727,10.100000381469727,6000
2023-04-10,10.095000267028809,10.100000381469727,10.09000015258789,10.100000381469727,10.100000381469727,15400
2023-04-17,10.100000381469727,10.154999732971191,10.100000381469727,10.145000457763672,10.145000457763672,2200
2023-04-24,10.145000457763672,10.1899995803833,10.109999656677246,10.1899995803833,10.1899995803833,1700
2023-05-01,10.1899995803833,10.1899995803833,10.119999885559082,10.119999885559082,10.119999885559082,200
2023-05-08,10.119999885559082,10.210000038146973,10.119999885559082,10.199999809265137,10.199999809265137,20100
2023-05-15,10.199999809265137,10.270000457763672,10.199999809265137,10.270000457763672,10.270000457763672,100900
2023-05-22,10.270000457763672,10.270000457763672,10.199999809265137,10.199999809265137,10.199999809265137,36200
2023-05-29,10.220000267028809,10.380000114440918,10.220000267028809,10.23900032043457,10.23900032043457,600
2023-06-05,10.23900032043457,10.23900032043457,10.23900032043457,10.23900032043457,10.23900032043457,0
2023-06-12,10.199999809265137,10.199999809265137,10.199000358581543,10.199999809265137,10.199999809265137,27700
2023-06-19,10.199999809265137,10.279999732971191,10.199999809265137,10.25,10.25,361600
2023-06-26,10.300000190734863,10.5,10.279999732971191,10.449999809265137,10.449999809265137,179300
2023-07-03,10.449999809265137,10.449999809265137,10.40999984741211,10.40999984741211,10.40999984741211,17100
2023-07-10,10.40999984741211,10.4399995803833,10.390000343322754,10.390000343322754,10.390000343322754,4100
2023-07-17,10.4399995803833,10.586999893188477,10.4399995803833,10.510000228881836,10.510000228881836,332300
2023-07-24,10.59000015258789,10.600000381469727,10.520000457763672,10.59000015258789,10.59000015258789,162300
2023-07-31,10.571999549865723,10.600000381469727,10.470000267028809,10.5,10.5,65300
2023-08-07,10.5,10.5,10.5,10.5,10.5,0
