Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,9.920000076293945,9.960000038146973,9.920000076293945,9.949999809265137,9.949999809265137,293365
2022-10-10,9.949999809265137,9.970000267028809,9.944999694824219,9.949999809265137,9.949999809265137,154961
2022-10-17,9.949999809265137,9.970000267028809,9.949999809265137,9.949999809265137,9.949999809265137,55241
2022-10-24,9.949999809265137,9.979999542236328,9.949999809265137,9.979999542236328,9.979999542236328,14170
2022-10-31,9.979999542236328,9.989999771118164,9.970000267028809,9.982999801635742,9.982999801635742,26009
2022-11-07,9.979999542236328,10.000100135803223,9.979999542236328,10.0,10.0,77411
2022-11-14,10.0,10.013299942016602,10.0,10.010000228881836,10.010000228881836,5408
2022-11-21,10.010000228881836,10.020099639892578,10.010000228881836,10.020099639892578,10.020099639892578,11287
2022-11-28,10.010000228881836,10.039999961853027,10.010000228881836,10.039999961853027,10.039999961853027,17521
2022-12-05,10.039999961853027,10.3100004196167,10.039999961853027,10.149999618530273,10.149999618530273,666823
2022-12-12,10.114999771118164,10.160099983215332,10.114999771118164,10.160099983215332,10.160099983215332,533161
2022-12-19,10.020000457763672,10.220000267028809,10.020000457763672,10.180000305175781,10.180000305175781,67439
2022-12-26,10.180000305175781,10.180000305175781,10.140000343322754,10.170000076293945,10.170000076293945,11242
2023-01-02,10.149999618530273,10.210399627685547,10.149999618530273,10.210399627685547,10.210399627685547,32400
2023-01-09,10.210000038146973,10.260000228881836,10.210000038146973,10.260000228881836,10.260000228881836,47176
2023-01-16,10.260000228881836,10.260000228881836,10.149999618530273,10.210000038146973,10.210000038146973,25820
2023-01-23,10.260000228881836,10.289999961853027,10.149999618530273,10.289999961853027,10.289999961853027,13117
2023-01-30,10.289999961853027,10.580699920654297,10.199999809265137,10.319999694824219,10.319999694824219,6345
2023-02-06,10.34000015258789,10.350000381469727,10.329999923706055,10.350000381469727,10.350000381469727,3471
2023-02-13,10.239999771118164,10.380000114440918,10.239999771118164,10.319999694824219,10.319999694824219,11237
2023-02-20,10.210000038146973,10.390000343322754,10.210000038146973,10.390000343322754,10.390000343322754,1614
2023-02-27,10.390000343322754,10.416999816894531,10.229999542236328,10.40999984741211,10.40999984741211,3720
2023-03-06,10.458399772644043,10.458399772644043,10.40999984741211,10.430100440979004,10.430100440979004,1774
2023-03-13,10.4399995803833,10.4399995803833,10.390000343322754,10.420000076293945,10.420000076293945,3476
2023-03-20,10.430000305175781,10.510000228881836,10.430000305175781,10.510000228881836,10.510000228881836,1146
2023-03-27,10.510000228881836,10.579999923706055,10.489999771118164,10.489999771118164,10.489999771118164,2250
2023-04-03,10.489999771118164,10.490099906921387,10.489999771118164,10.490099906921387,10.490099906921387,7032
2023-04-10,10.529999732971191,10.529999732971191,10.5,10.5,10.5,3989
2023-04-17,10.5,10.501999855041504,10.5,10.501999855041504,10.501999855041504,4222
2023-04-24,10.501999855041504,10.507699966430664,10.5,10.5,10.5,7502
2023-05-01,10.5,10.529999732971191,10.5,10.5,10.5,3581
2023-05-08,10.5,10.550000190734863,10.5,10.539999961853027,10.539999961853027,2126
2023-05-15,10.579999923706055,10.642000198364258,10.560099601745605,10.560099601745605,10.560099601745605,10710
2023-05-22,10.59000015258789,10.59000015258789,10.59000015258789,10.59000015258789,10.59000015258789,177
2023-05-29,10.59000015258789,10.649999618530273,10.59000015258789,10.649999618530273,10.649999618530273,1486
2023-06-05,10.649999618530273,10.649999618530273,10.599900245666504,10.600000381469727,10.600000381469727,3535
2023-06-12,10.600000381469727,10.640000343322754,10.600000381469727,10.640000343322754,10.640000343322754,4118
2023-06-19,10.670000076293945,10.680000305175781,10.619999885559082,10.619999885559082,10.619999885559082,10550
2023-06-26,10.59000015258789,10.699999809265137,10.59000015258789,10.699999809265137,10.699999809265137,16457
2023-07-03,10.710000038146973,10.75,10.710000038146973,10.710100173950195,10.710100173950195,6080
2023-07-10,10.649999618530273,10.753999710083008,10.649999618530273,10.753999710083008,10.753999710083008,2967
2023-07-17,10.800000190734863,10.800000190734863,10.729999542236328,10.730500221252441,10.730500221252441,6507
2023-07-24,10.730500221252441,10.730500221252441,10.699999809265137,10.699999809265137,10.699999809265137,300
2023-07-31,10.75,10.845000267028809,10.75,10.80090045928955,10.80090045928955,7992
2023-08-07,10.80090045928955,10.8100004196167,10.80090045928955,10.8100004196167,10.8100004196167,417
